"TASK_TYCD","KEY_MSG","KEY","MSG","LANG_CD"
dscs,forum.alert.input.forum_start_date=Enter the discussion start date.,forum.alert.input.forum_start_date,Enter the discussion start date.,en
dscs,forum.alert.input.forum_end_date=Enter the discussion end date.,forum.alert.input.forum_end_date,Enter the discussion end date.,en
dscs,forum.alert.input.scoreAplyYn=Choose whether or not to reflect grades.,forum.alert.input.scoreAplyYn,Choose whether or not to reflect grades.,en
dscs,forum.alert.input.evalCtgr=Choose an evaluation method.,forum.alert.input.evalCtgr,Choose an evaluation method.,en
dscs,forum.alert.select.team.ctgr=Please select a team category.,forum.alert.select.team.ctgr,Please select a team category.,en
dscs,forum.alert.batch.score=Batch score registration has been completed,forum.alert.batch.score,Batch score registration has been completed,en
dscs,forum.alert.memo.insert=The memo has been saved.,forum.alert.memo.insert,The memo has been saved.,en
dscs,forum.alert.memo.error=An error occurred while saving the memo.,forum.alert.memo.error,An error occurred while saving the memo.,en
dscs,forum.alert.forum.date.no=It is not a discussion period.,forum.alert.forum.date.no,It is not a discussion period.,en
dscs,forum.alert.mut.insert=Mutual evaluation has been saved successfully.,forum.alert.mut.insert,Mutual evaluation has been saved successfully.,en
dscs,forum.alert.mut.update=Mutual evaluation has been successfully modified.,forum.alert.mut.update,Mutual evaluation has been successfully modified.,en
dscs,forum.alert.mut.setScore=The evaluation score has been successfully modified.,forum.alert.mut.setScore,The evaluation score has been successfully modified.,en
dscs,forum.alert.mut.error=An error occurred while processing peer evaluation.,forum.alert.mut.error,An error occurred while processing peer evaluation.,en
dscs,forum.alert.file.limit.count=File import has been blocked because the maximum possible number has been exceeded.,forum.alert.file.limit.count,File import has been blocked because the maximum possible number has been exceeded.,en
dscs,forum.alert.evalCd.none=There are no evaluation criteria to modify.,forum.alert.evalCd.none,There are no evaluation criteria to modify.,en
dscs,forum.alert.evalCd.del=There are no evaluation criteria to delete.,forum.alert.evalCd.del,There are no evaluation criteria to delete.,en
dscs,forum.alert.only.mod.forum.atcl=You have already created a discussion post. Only modifications are possible.,forum.alert.only.mod.forum.atcl,You have already created a discussion post. Only modifications are possible.,en
dscs,forum.alert.not.mod.auth.atcl=This is a post that you do not have permission to edit.,forum.alert.not.mod.auth.atcl,This is a post that you do not have permission to edit.,en
dscs,forum.alert.not.del.auth.atcl=This is a post that you do not have permission to delete.,forum.alert.not.del.auth.atcl,This is a post that you do not have permission to delete.,en
dscs,forum.alert.comment.insert.msg=Please enter your comment.,forum.alert.comment.insert.msg,Please enter your comment.,en
dscs,forum.alert.audio.record.error=You can save only one voice file.,forum.alert.audio.record.error,You can save only one voice file.,en
dscs,forum.alert.input.memo=Please enter a note.,forum.alert.input.memo,Please enter a note.,en
dscs,forum.alert.memo.confirm=Do you want to save the memo?,forum.alert.memo.confirm,Do you want to save the memo?,en
dscs,forum.alert.feedback.confirm=Do you want to save your feedback?,forum.alert.feedback.confirm,Do you want to save your feedback?,en
dscs,forum.alert.len.input=Enter number of characters,forum.alert.len.input,Enter number of characters,en
dscs,forum.alert.data.empty=There is no data to select.,forum.alert.data.empty,There is no data to select.,en
dscs,forum.alert.eval.empty=The evaluation cannot proceed because there are no posts to evaluate.,forum.alert.eval.empty,The evaluation cannot proceed because there are no posts to evaluate.,en
dscs,forum.alert.star.none=At least 1 star must be selected,forum.alert.star.none,At least 1 star must be selected,en
dscs,forum.alert.evalctgr.participate.all=The participatory evaluation has been completed.,forum.alert.evalctgr.participate.all,The participatory evaluation has been completed.,en
dscs,forum.alert.user.select=Please select a learner.,forum.alert.user.select,Please select a learner.,en
dscs,forum.alert.feedback.input=Please enter your feedback.,forum.alert.feedback.input,Please enter your feedback.,en
dscs,forum.alert.score.limit=Please enter a score between 0 and 100.,forum.alert.score.limit,Please enter a score between 0 and 100.,en
dscs,forum.alert.score_feedback.confirm=Would you like to post your scores and feedback?,forum.alert.score_feedback.confirm,Would you like to post your scores and feedback?,en
dscs,forum.java.message.forum.open.yes=The usage status has been modified.,forum.java.message.forum.open.yes,The usage status has been modified.,en
dscs,forum.java.message.forum.open.no=Failed to modify usage status.,forum.java.message.forum.open.no,Failed to modify usage status.,en
dscs,forum.java.message.edit.score=An error occurred during editing. Please try again in a few minutes.,forum.java.message.edit.score,An error occurred during editing. Please try again in a few minutes.,en
dscs,forum.button.learn.alarm=Encourage learning,forum.button.learn.alarm,Encourage learning,en
dscs,forum.button.team.config=Team composition,forum.button.team.config,Team composition,en
dscs,forum.button.team.select=Select Team,forum.button.team.select,Select Team,en
dscs,forum.button.feedback.write=Write feedback,forum.button.feedback.write,Write feedback,en
dscs,forum.button.feedback.add=Register Feedback,forum.button.feedback.add,Register Feedback,en
dscs,forum.button.feedback.cancel=Cancel Feedback,forum.button.feedback.cancel,Cancel Feedback,en
dscs,forum.button.feedback.reg.cancel=Cancel feedback registration,forum.button.feedback.reg.cancel,Cancel feedback registration,en
dscs,forum.button.add.score=Register score,forum.button.add.score,Register score,en
dscs,forum.button.write=Write,forum.button.write,Write,en
dscs,forum.button.writer=Write,forum.button.writer,Write,en
dscs,forum.button.atcl.write=Write,forum.button.atcl.write,Write,en
dscs,forum.button.forum.join.deadline=Participation deadline,forum.button.forum.join.deadline,Participation deadline,en
dscs,forum.button.forum.join=Join,forum.button.forum.join,Join,en
dscs,forum.button.reg.excel.score=Excel score registration,forum.button.reg.excel.score,Excel score registration,en
dscs,forum.checkbox.label.request=Request a response.,forum.checkbox.label.request,Request a response.,en
dscs,forum.checkbox.label.fdbk.request=Contact feedback,forum.checkbox.label.fdbk.request,Contact feedback,en
dscs,"forum.checkbox.label.fdbk.request.info=If checked, it will be registered as an inquiry and you will receive a response.",forum.checkbox.label.fdbk.request.info,"If checked, it will be registered as an inquiry and you will receive a response.",en
dscs,forum.button.label.info=Quick reply,forum.button.label.info,Quick reply,en
dscs,forum.button.cts0=Good job.,forum.button.cts0,Good job.,en
dscs,forum.button.cts1=Thank you for your hard work.,forum.button.cts1,Thank you for your hard work.,en
dscs,forum.button.cts2=Thank you.,forum.button.cts2,Thank you.,en
dscs,forum.button.socre.save=Register file score,forum.button.socre.save,Register file score,en
dscs,forum.button.all.feedback=All Feedback,forum.button.all.feedback,All Feedback,en
dscs,forum.button.excel.sample.down=Excel sample download,forum.button.excel.sample.down,Excel sample download,en
dscs,forum.label.point=point,forum.label.point,point,en
dscs,forum.label.total.point=Total,forum.label.total.point,Total,en
dscs,forum.label.exchange.score=Calculated score,forum.label.exchange.score,Calculated score,en
dscs,forum.label.production.score=Production score,forum.label.production.score,Production score,en
dscs,forum.label.acquisition.score=Acquisition score,forum.label.acquisition.score,Acquisition score,en
dscs,forum.label.itemize.score=Score for each item,forum.label.itemize.score,Score for each item,en
dscs,forum.label.weight=Weight,forum.label.weight,Weight,en
dscs,forum.label.standard=Criteria,forum.label.standard,Criteria,en
dscs,forum.label.grade=Grade,forum.label.grade,Grade,en
dscs,forum.label.score=Score,forum.label.score,Score,en
dscs,forum.label.record=Score,forum.label.record,Score,en
dscs,forum.label.crsCreNm.declsNo=Lecture Name(Division),forum.label.crsCreNm.declsNo,Lecture Name(Division),en
dscs,"forum.label.otherViewYn=After registering your own discussion post, view other participating posts",forum.label.otherViewYn,"After registering your own discussion post, view other participating posts",en
dscs,forum.label.multi.choice.grid.list=This is a multiple choice grid list.,forum.label.multi.choice.grid.list,This is a multiple choice grid list.,en
dscs,forum.label.submit.y=Submit,forum.label.submit.y,Submit,en
dscs,forum.label.submit.n=Not submitted,forum.label.submit.n,Not submitted,en
dscs,forum.label.submit.record=Submission Record,forum.label.submit.record,Submission Record,en
dscs,forum.label.submit.dt=Submission Date,forum.label.submit.dt,Submission Date,en
dscs,forum.label.search.keyword=Keyword,forum.label.search.keyword,Keyword,en
dscs,forum.label.encourage.cts=Encouragement,forum.label.encourage.cts,Encouragement,en
dscs,forum.label.receiver=Recipient,forum.label.receiver,Recipient,en
dscs,forum.label.msg=Message,forum.label.msg,Message,en
dscs,forum.label.send.type=Send type,forum.label.send.type,Send type,en
dscs,forum.label.send.hpNo=Sender Number,forum.label.send.hpNo,Sender Number,en
dscs,forum.label.fdbk.file.attach=Attach file,forum.label.fdbk.file.attach,Attach file,en
dscs,forum.label.fdbk.audio.attach=Voice recording,forum.label.fdbk.audio.attach,Voice recording,en
dscs,forum.label.dept.nm=Department,forum.label.dept.nm,Department,en
dscs,forum.label.dept.major=Department,forum.label.dept.major,Department,en
dscs,forum.label.mobile.number=Mobile phone number,forum.label.mobile.number,Mobile phone number,en
dscs,forum.label.email=Email,forum.label.email,Email,en
dscs,forum.label.user.no=School number,forum.label.user.no,School number,en
dscs,forum.label.user_id=ID,forum.label.user_id,ID,en
dscs,forum.label.user_nm=Name,forum.label.user_nm,Name,en
dscs,forum.label.input=Input,forum.label.input,Input,en
dscs,forum.label.join.yn=Participation,forum.label.join.yn,Participation,en
dscs,forum.label.join.dttm=Survey date,forum.label.join.dttm,Survey date,en
dscs,forum.label.join.dt=Join date,forum.label.join.dt,Join date,en
dscs,forum.label.join=Join,forum.label.join,Join,en
dscs,forum.label.after.join=Late participation,forum.label.after.join,Late participation,en
dscs,forum.label.not.join=Not submitted,forum.label.not.join,Not submitted,en
dscs,forum.label.completion.join=Participation complete,forum.label.completion.join,Participation complete,en
dscs,forum.label.user.join_y=Respondent,forum.label.user.join_y,Respondent,en
dscs,forum.label.user.join_n=Non-respondent,forum.label.user.join_n,Non-respondent,en
dscs,forum.label.join.device=Connection environment,forum.label.join.device,Connection environment,en
dscs,forum.label.status.submit=Submission status,forum.label.status.submit,Submission status,en
dscs,forum.label.join.type=Participation Type,forum.label.join.type,Participation Type,en
dscs,forum.label.user.grade=Grade,forum.label.user.grade,Grade,en
dscs,forum.label.user.entr.yy=Year of entry,forum.label.user.entr.yy,Year of entry,en
dscs,forum.label.user.entr.hy=Entrance Grade,forum.label.user.entr.hy,Entrance Grade,en
dscs,forum.label.user.entr.gbn=Admission type,forum.label.user.entr.gbn,Admission type,en
dscs,forum.label.subject=Title,forum.label.subject,Title,en
dscs,forum.label.forum.content=Discussion content,forum.label.forum.content,Discussion content,en
dscs,forum.label.atcl=Post,forum.label.atcl,Post,en
dscs,forum.label.pros.cons.type=Pros and cons,forum.label.pros.cons.type,Pros and cons,en
dscs,forum.label.pros.status=Pros status,forum.label.pros.status,Pros status,en
dscs,forum.label.cons.status=Opposition status,forum.label.cons.status,Opposition status,en
dscs,forum.label.reg.user=Writer,forum.label.reg.user,Writer,en
dscs,forum.label.del.forum.atcl=This is a deleted discussion post.,forum.label.del.forum.atcl,This is a deleted discussion post.,en
dscs,forum.label.del.forum.cmnt=This is a deleted comment.,forum.label.del.forum.cmnt,This is a deleted comment.,en
dscs,forum.label.cnt.forum.cmnt=There are comments.,forum.label.cnt.forum.cmnt,There are comments.,en
dscs,forum.label.input.atcl.cmnt=Please enter a comment on the post.,forum.label.input.atcl.cmnt,Please enter a comment on the post.,en
dscs,forum.label.pros.cons.forum.config=Set up pros and cons discussion.,forum.label.pros.cons.forum.config,Set up pros and cons discussion.,en
dscs,forum.label.eval.qstn.manage=Evaluation item management,forum.label.eval.qstn.manage,Evaluation item management,en
dscs,forum.label.mut.eval=Mutual Evaluation,forum.label.mut.eval,Mutual Evaluation,en
dscs,forum.label.mut.eval.result=Mutual evaluation result,forum.label.mut.eval.result,Mutual evaluation result,en
dscs,forum.label.manage=Manage,forum.label.manage,Manage,en
dscs,forum.label.reg.scoring=Score Registration,forum.label.reg.scoring,Score Registration,en
dscs,forum.label.plus.minus.scoring=Score addition/subtraction,forum.label.plus.minus.scoring,Score addition/subtraction,en
dscs,forum.label.forum.status=Discussion status,forum.label.forum.status,Discussion status,en
dscs,forum.label.team=Team,forum.label.team,Team,en
dscs,forum.label.normal=General,forum.label.normal,General,en
dscs,forum.label.score.open.date=Score open date,forum.label.score.open.date,Score open date,en
dscs,forum.label.Processing=Processing,forum.label.Processing,Processing,en
dscs,forum.label.open_yn=Open Y/N,forum.label.open_yn,Open Y/N,en
dscs,forum.label.attach.file=Reference,forum.label.attach.file,Reference,en
dscs,forum.label.status=Status,forum.label.status,Status,en
dscs,forum.label.manage=Manage,forum.label.manage,Manage,en
dscs,forum.label.allow.y=Allow,forum.label.allow.y,Allow,en
dscs,forum.label.allow.n=Not allowed,forum.label.allow.n,Not allowed,en
dscs,forum.label.select=Choice,forum.label.select,Choice,en
dscs,forum.label.date=Period,forum.label.date,Period,en
dscs,forum.label.start_date=Start Date,forum.label.start_date,Start Date,en
dscs,forum.label.end_date=End Date,forum.label.end_date,End Date,en
dscs,forum.label.file=File,forum.label.file,File,en
dscs,forum.label.text=Text,forum.label.text,Text,en
dscs,forum.label.content=Content,forum.label.content,Content,en
dscs,forum.label.change.open_n=Change to private.,forum.label.change.open_n,Change to private.,en
dscs,forum.label.dead.line=Deadline,forum.label.dead.line,Deadline,en
dscs,forum.label.score.ratio.description=This is a description of the score reflection ratio.,forum.label.score.ratio.description,This is a description of the score reflection ratio.,en
dscs,forum.label.team.forum.config=Set as team discussion.,forum.label.team.forum.config,Set as team discussion.,en
dscs,forum.label.team.member.send_y=Team members can also submit,forum.label.team.member.send_y,Team members can also submit,en
dscs,"forum.label.mut.eval.alert=Please note that if you edit or change the options for mutual evaluation or evaluation criteria, all evaluation content that has already been conducted will be deleted.",forum.label.mut.eval.alert,"Please note that if you edit or change the options for mutual evaluation or evaluation criteria, all evaluation content that has already been conducted will be deleted.",en
dscs,forum.label.mut.eval.use=Use Mutual evaluation.,forum.label.mut.eval.use,Use Mutual evaluation.,en
dscs,forum.label.eval.date=Evaluation period,forum.label.eval.date,Evaluation period,en
dscs,forum.label.eval.dt=Evaluation Date,forum.label.eval.dt,Evaluation Date,en
dscs,forum.label.eval.type=Evaluation type,forum.label.eval.type,Evaluation type,en
dscs,forum.label.temp.select=Random selection,forum.label.temp.select,Random selection,en
dscs,forum.label.random.select=Random method,forum.label.random.select,Random method,en
dscs,forum.label.eval.type.description=This is a description of the evaluation method.,forum.label.eval.type.description,This is a description of the evaluation method.,en
dscs,forum.label.eval.person=Evaluation Person,forum.label.eval.person,Evaluation Person,en
dscs,forum.label.result.open=Result Open,forum.label.result.open,Result Open,en
dscs,forum.label.eval.crit.use=Use evaluation criteria.,forum.label.eval.crit.use,Use evaluation criteria.,en
dscs,forum.label.score.ratio.y=Reflected in grades.,forum.label.score.ratio.y,Reflected in grades.,en
dscs,forum.label.reflect.rate=Reflection Rate,forum.label.reflect.rate,Reflection Rate,en
dscs,forum.label.remain.reflect.rate=The remaining reflection rate is,forum.label.remain.reflect.rate,The remaining reflection rate is,en
dscs,forum.label.remain.reflect.rate2=.,forum.label.remain.reflect.rate2,.,en
dscs,forum.label.score.open.y=Open the scores.,forum.label.score.open.y,Open the scores.,en
dscs,forum.label.open.date=Excel Download Date,forum.label.open.date,Excel Download Date,en
dscs,forum.label.avg.score.open=Open average score,forum.label.avg.score.open,Open average score,en
dscs,forum.label.grp.crs=Register in another division or lecture.,forum.label.grp.crs,Register in another division or lecture.,en
dscs,forum.label.team.info.add.crs=Team designation information requires additional registration in each subject.,forum.label.team.info.add.crs,Team designation information requires additional registration in each subject.,en
dscs,forum.label.select.crs=Select a subject,forum.label.select.crs,Select a subject,en
dscs,forum.label.push.use=Use push notifications.,forum.label.push.use,Use push notifications.,en
dscs,forum.label.file.upload=Upload file,forum.label.file.upload,Upload file,en
dscs,forum.label.team.manage=Team Management,forum.label.team.manage,Team Management,en
dscs,forum.label.mut.eval.manage=Mutual evaluation management,forum.label.mut.eval.manage,Mutual evaluation management,en
dscs,forum.label.eval.crit.manage=Evaluation Criteria Management,forum.label.eval.crit.manage,Evaluation Criteria Management,en
dscs,forum.label.excel.download=Excel Download,forum.label.excel.download,Excel Download,en
dscs,forum.label.excel.upload=Excel Upload,forum.label.excel.upload,Excel Upload,en
dscs,forum.label.excel=Excel,forum.label.excel,Excel,en
dscs,forum.label.upload=Upload,forum.label.upload,Upload,en
dscs,forum.label.download=Download,forum.label.download,Download,en
dscs,forum.label.sample=Sample,forum.label.sample,Sample,en
dscs,forum.label.add.team=Add team,forum.label.add.team,Add team,en
dscs,forum.label.use.y=Use,forum.label.use.y,Use,en
dscs,forum.label.use.n=No-use,forum.label.use.n,No-use,en
dscs,forum.label.prev.team.bring=Get Previous Team,forum.label.prev.team.bring,Get Previous Team,en
dscs,forum.label.auto.add.team=Automatically create team,forum.label.auto.add.team,Automatically create team,en
dscs,forum.label.stu.add.team=Learners form teams,forum.label.stu.add.team,Learners form teams,en
dscs,forum.label.join.team=Join team,forum.label.join.team,Join team,en
dscs,forum.label.end.after.forum=Allow discussion after end,forum.label.end.after.forum,Allow discussion after end,en
dscs,forum.label.until=until,forum.label.until,until,en
dscs,forum.label.from=from,forum.label.from,from,en
dscs,forum.label.search=Search,forum.label.search,Search,en
dscs,forum.label.back=Basck,forum.label.back,Basck,en
dscs,forum.label.send.user.info=Writer info,forum.label.send.user.info,Writer info,en
dscs,forum.label.my=My,forum.label.my,My,en
dscs,forum.label.send.info=Submission info,forum.label.send.info,Submission info,en
dscs,forum.label.feedback=Feedback,forum.label.feedback,Feedback,en
dscs,forum.label.feedback.input=Input feedback,forum.label.feedback.input,Input feedback,en
dscs,"forum.label.feedback.input_alt=When you press the [Save] button on the score, it will be saved together.",forum.label.feedback.input_alt,"When you press the [Save] button on the score, it will be saved together.",en
dscs,"forum.label.feedback.input2=After inputting feedback, click the Save button at the top to save it.",forum.label.feedback.input2,"After inputting feedback, click the Save button at the top to save it.",en
dscs,forum.label.feedback.view=View feedback,forum.label.feedback.view,View feedback,en
dscs,forum.label.mut.eval.chart=Mutual evaluation distribution chart,forum.label.mut.eval.chart,Mutual evaluation distribution chart,en
dscs,forum.label.result=Result,forum.label.result,Result,en
dscs,forum.label.request.resubmit=Resubmit Request,forum.label.request.resubmit,Resubmit Request,en
dscs,forum.label.send.end=Submission deadline,forum.label.send.end,Submission deadline,en
dscs,forum.label.send.start=Submit,forum.label.send.start,Submit,en
dscs,forum.label.eval.target=Evaluation target,forum.label.eval.target,Evaluation target,en
dscs,forum.label.avg.score=Average score,forum.label.avg.score,Average score,en
dscs,forum.label.max.score=Highest Score,forum.label.max.score,Highest Score,en
dscs,forum.label.min.score=Minimum Score,forum.label.min.score,Minimum Score,en
dscs,forum.label.score.chart.status=Grade distribution status,forum.label.score.chart.status,Grade distribution status,en
dscs,forum.label.score.chart=Score distribution chart,forum.label.score.chart,Score distribution chart,en
dscs,forum.label.score.distr=Grade Distribution,forum.label.score.distr,Grade Distribution,en
dscs,forum.label.my.position=My Position,forum.label.my.position,My Position,en
dscs,forum.label.eval.score=Eval Score,forum.label.eval.score,Eval Score,en
dscs,forum.label.team.name=Team Name,forum.label.team.name,Team Name,en
dscs,forum.label.role=Role,forum.label.role,Role,en
dscs,forum.label.team.leader=Leaer,forum.label.team.leader,Leaer,en
dscs,forum.label.team.member=Member,forum.label.team.member,Member,en
dscs,forum.label.precautions=Warning,forum.label.precautions,Warning,en
dscs,forum.label.feedback=Feedback,forum.label.feedback,Feedback,en
dscs,forum.label.cnt.feedback=feedback,forum.label.cnt.feedback,feedback,en
dscs,forum.label.input.feedback=Please enter your feedback,forum.label.input.feedback,Please enter your feedback,en
dscs,forum.label.input.cmnt=Please enter a comment,forum.label.input.cmnt,Please enter a comment,en
dscs,forum.label.del.content=This is a deleted post.,forum.label.del.content,This is a deleted post.,en
dscs,forum.label.sapn.del.content=Deleted,forum.label.sapn.del.content,Deleted,en
dscs,forum.label.all.score.reg=Batch score registration,forum.label.all.score.reg,Batch score registration,en
dscs,forum.label.all.score.plus.minus=Total score subtracted,forum.label.all.score.plus.minus,Total score subtracted,en
dscs,forum.label.target=Target,forum.label.target,Target,en
dscs,forum.label.check.user=Selected Users,forum.label.check.user,Selected Users,en
dscs,forum.label.send.info.empty=There is no registered submission information.,forum.label.send.info.empty,There is no registered submission information.,en
dscs,forum.label.send.content=Submission content,forum.label.send.content,Submission content,en
dscs,forum.label.send.file=Submit file,forum.label.send.file,Submit file,en
dscs,forum.label.request.pdf.transing=Requesting PDF conversion,forum.label.request.pdf.transing,Requesting PDF conversion,en
dscs,forum.label.pdf.download=PDF Download,forum.label.pdf.download,PDF Download,en
dscs,forum.label.re_request.pdf.trans=Request PDF conversion,forum.label.re_request.pdf.trans,Request PDF conversion,en
dscs,forum.label.score.not.open=Scores are no-open.,forum.label.score.not.open,Scores are no-open.,en
dscs,forum.label.100.point=Based on 100 points,forum.label.100.point,Based on 100 points,en
dscs,forum.label.eval.qstn.manage=Evaluation item management,forum.label.eval.qstn.manage,Evaluation item management,en
dscs,forum.label.forum.open=Discussion Open,forum.label.forum.open,Discussion Open,en
dscs,forum.label.join.bbs.search=Search for participation posts,forum.label.join.bbs.search,Search for participation posts,en
dscs,forum.label.selected=Select a team category.,forum.label.selected,Select a team category.,en
dscs,forum.label.result.open=Result Open,forum.label.result.open,Result Open,en
dscs,forum.label.other.team.view=Read other teams' discussions,forum.label.other.team.view,Read other teams' discussions,en
dscs,forum.label.other.team.aply=Whether to write a discussion comment on another team,forum.label.other.team.aply,Whether to write a discussion comment on another team,en
dscs,forum.confirm.xxx=xxxx,forum.confirm.xxx,xxxx,en
dscs,"forum.confirm.parti.score=Existing scores will be reset and participating students will receive 100 points, while non-registered students will receive 0 points. <br />Are you sure you want to process it?",forum.confirm.parti.score,"Existing scores will be reset and participating students will receive 100 points, while non-registered students will receive 0 points. <br />Are you sure you want to process it?",en
dscs,forum.alert.input.ctsLen=Enter the number of characters.,forum.alert.input.ctsLen,Enter the number of characters.,en
dscs,forum.alert.input.feedback=Please enter your feedback.,forum.alert.input.feedback,Please enter your feedback.,en
dscs,forum.alert.reg_success.feedback=Feedback registration was successful.,forum.alert.reg_success.feedback,Feedback registration was successful.,en
dscs,forum.alert.reg_complete.feedback=Feedback registration has been completed,forum.alert.reg_complete.feedback,Feedback registration has been completed,en
dscs,forum.alert.update_success.feedback=The feedback modification was successful.,forum.alert.update_success.feedback,The feedback modification was successful.,en
dscs,forum.alert.reg_fail.feedback=Failed to register feedback. Please try again.,forum.alert.reg_fail.feedback,Failed to register feedback. Please try again.,en
dscs,forum.alert.mod_success.feedback=The feedback modification was successful.,forum.alert.mod_success.feedback,The feedback modification was successful.,en
dscs,forum.alert.mod_fail.feedback=Failed to modify feedback. Please try again.,forum.alert.mod_fail.feedback,Failed to modify feedback. Please try again.,en
dscs,forum.alert.input.reply=Please enter your comment.,forum.alert.input.reply,Please enter your comment.,en
dscs,forum.alert.reg_success.reply=Your comment has been registered successfully.,forum.alert.reg_success.reply,Your comment has been registered successfully.,en
dscs,forum.alert.reg_fail.reply=Failed to register comment. Please try again.,forum.alert.reg_fail.reply,Failed to register comment. Please try again.,en
dscs,forum.alert.mod_success.reply=The comment has been modified successfully.,forum.alert.mod_success.reply,The comment has been modified successfully.,en
dscs,forum.alert.mod_fail.reply=Failed to edit comment. Please try again.,forum.alert.mod_fail.reply,Failed to edit comment. Please try again.,en
dscs,forum.alert.del_success=Delete was successful.,forum.alert.del_success,Delete was successful.,en
dscs,forum.alert.del_fail=Delete failed. Please try again.,forum.alert.del_fail,Delete failed. Please try again.,en
dscs,forum.alert.edit.feedback.del.confirm=Are you sure you want to delete feedback?,forum.alert.edit.feedback.del.confirm,Are you sure you want to delete feedback?,en
dscs,forum.alert.score.input_num=Enter your score as a number.,forum.alert.score.input_num,Enter your score as a number.,en
dscs,forum.alert.score.max_100=You can enter a score of up to 100 points.,forum.alert.score.max_100,You can enter a score of up to 100 points.,en
dscs,forum.alert.sts.len.min_1=You can enter more than 1 character.,forum.alert.sts.len.min_1,You can enter more than 1 character.,en
dscs,forum.alert.save_success.score=The evaluation score has been saved.,forum.alert.save_success.score,The evaluation score has been saved.,en
dscs,forum.alert.init_success.score=The evaluation score has been reset.,forum.alert.init_success.score,The evaluation score has been reset.,en
dscs,forum.alert.input.score=Enter your score.,forum.alert.input.score,Enter your score.,en
dscs,forum.alert.input.forum_reply=Please enter your comment,forum.alert.input.forum_reply,Please enter your comment,en
dscs,forum.alert.input.title=Please enter a title.,forum.alert.input.title,Please enter a title.,en
dscs,forum.alert.input.contents=Please enter content.,forum.alert.input.contents,Please enter content.,en
dscs,forum.alert.select.receiver=Select a recipient.,forum.alert.select.receiver,Select a recipient.,en
dscs,forum.alert.select.person=Select a recipient.,forum.alert.select.person,Select a recipient.,en
dscs,forum.alert.send.success=The message was successfully sent.,forum.alert.send.success,The message was successfully sent.,en
dscs,forum.alert.send_sms.success=Sms was successfully sent.,forum.alert.send_sms.success,Sms was successfully sent.,en
dscs,forum.alert.limit.sms_80=SMS will be truncated if the encouragement content exceeds 80 bytes.,forum.alert.limit.sms_80,SMS will be truncated if the encouragement content exceeds 80 bytes.,en
dscs,forum.alert.input.mobileNo2=Please enter the second calling number.,forum.alert.input.mobileNo2,Please enter the second calling number.,en
dscs,forum.alert.input.mobileNo3=Please enter the third calling number.,forum.alert.input.mobileNo3,Please enter the third calling number.,en
dscs,forum.alert.type.mobileNo=The mobile phone number format does not match.,forum.alert.type.mobileNo,The mobile phone number format does not match.,en
dscs,forum.forumBBsViewWrite.atcl=Please enter the discussion content.,forum.forumBBsViewWrite.atcl,Please enter the discussion content.,en
dscs,forum.alert.input.forum.atcl=Please enter your post.,forum.alert.input.forum.atcl,Please enter your post.,en
dscs,forum.alert.edit.forum.atcl_success=The discussion post has been edited successfully.,forum.alert.edit.forum.atcl_success,The discussion post has been edited successfully.,en
dscs,forum.alert.edit.forum.atcl_fail=Failed to edit the discussion post. Please try again.,forum.alert.edit.forum.atcl_fail,Failed to edit the discussion post. Please try again.,en
dscs,forum.alert.add.forum.atcl_success=The discussion post has been successfully registered.,forum.alert.add.forum.atcl_success,The discussion post has been successfully registered.,en
dscs,forum.alert.add.forum.atcl_fail = Registration to the discussion post failed. Please try again.,forum.alert.add.forum.atcl_fail , Registration to the discussion post failed. Please try again.,en
dscs,forum.alert.del.forum.atcl_success=The post was successfully deleted.,forum.alert.del.forum.atcl_success,The post was successfully deleted.,en
dscs,forum.alert.del.forum.atcl_fail = Failed to delete the post. Please try again.,forum.alert.del.forum.atcl_fail , Failed to delete the post. Please try again.,en
dscs,forum.alert.bring.stu.list_fail=Failed to bring student list. Please try again.,forum.alert.bring.stu.list_fail,Failed to bring student list. Please try again.,en
dscs,forum.alert.not.eval.result=There are no evaluation results.,forum.alert.not.eval.result,There are no evaluation results.,en
dscs,forum.alert.select.std=Please select a learner.,forum.alert.select.std,Please select a learner.,en
dscs,forum.alert.select.std.empty=There are no learners.,forum.alert.select.std.empty,There are no learners.,en
dscs,forum.alert.open_y.status=Excel Download status.,forum.alert.open_y.status,Excel Download status.,en
dscs,forum.alert.open_n.status=Your status is private.,forum.alert.open_n.status,Your status is private.,en
dscs,forum.alert.allow_y.status=Alert status is allowed.,forum.alert.allow_y.status,Alert status is allowed.,en
dscs,forum.alert.allow_n.status=Non-allowed status.,forum.alert.allow_n.status,Non-allowed status.,en
dscs,forum.alert.not.template=There is no applicable template.,forum.alert.not.template,There is no applicable template.,en
dscs,forum.alert.input.mut_eval_start_date=Enter the peer evaluation start date.,forum.alert.input.mut_eval_start_date,Enter the peer evaluation start date.,en
dscs,forum.alert.input.mut_eval_end_date= Enter the mutual evaluation end date.,forum.alert.input.mut_eval_end_date, Enter the mutual evaluation end date.,en
dscs,forum.alert.input.eval.person.cnt=Enter the evaluation person.,forum.alert.input.eval.person.cnt,Enter the evaluation person.,en
dscs,forum.alert.input.open.date=Excel Download Enter the date.,forum.alert.input.open.date,Excel Download Enter the date.,en
dscs,forum.alert.input.score_ratio=You can only enter within the remaining reflection ratio.,forum.alert.input.score_ratio,You can only enter within the remaining reflection ratio.,en
