"TASK_TYCD","KEY_MSG","KEY","MSG","LANG_CD"
asmt,asmnt.button.cancel=Cancel,asmnt.button.cancel,Cancel,en
asmt,asmnt.button.save=Save,asmnt.button.save,Save,en
asmt,asmnt.button.mod=Modify,asmnt.button.mod,Modify,en
asmt,asmnt.button.del=Delete,asmnt.button.del,Delete,en
asmt,asmnt.button.list=List,asmnt.button.list,List,en
asmt,asmnt.button.eval=Assessment,asmnt.button.eval,Assessment,en
asmt,asmnt.button.no.eval=No-assessment,asmnt.button.no.eval,No-assessment,en
asmt,asmnt.button.asmnt.add=Register assignment,asmnt.button.asmnt.add,Register assignment,en
asmt,asmnt.button.submit.add=Submit assignment,asmnt.button.submit.add,Submit assignment,en
asmt,asmnt.button.asmnt.eval=Evaluate,asmnt.button.asmnt.eval,Evaluate,en
asmt,asmnt.button.asmnt.manage=Manage,asmnt.button.asmnt.manage,Manage,en
asmt,asmnt.button.asmnt.editing=Modify,asmnt.button.asmnt.editing,Modify,en
asmt,asmnt.button.asmnt.prev=Import previous assignment,asmnt.button.asmnt.prev,Import previous assignment,en
asmt,asmnt.button.asmnt.submit.list=Previous submission assignment list,asmnt.button.asmnt.submit.list,Previous submission assignment list,en
asmt,asmnt.button.all.submit.list=View all submission assignment,asmnt.button.all.submit.list,View all submission assignment,en
asmt,asmnt.button.score.ratio.chnage=Set score ratio,asmnt.button.score.ratio.chnage,Set score ratio,en
asmt,asmnt.button.score.ratio.save=Save score ratio,asmnt.button.score.ratio.save,Save score ratio,en
asmt,asmnt.button.change.submit=Change Submit,asmnt.button.change.submit,Change Submit,en
asmt,asmnt.button.change.submit.batch=Change Submit Batch,asmnt.button.change.submit.batch,Change Submit Batch,en
asmt,asmnt.button.change.no.submit=Change NoSubmit,asmnt.button.change.no.submit,Change NoSubmit,en
asmt,asmnt.label.asmnt=Assignment,asmnt.label.asmnt,Assignment,en
asmt,asmnt.label.asmnt.type=Category,asmnt.label.asmnt.type,Category,en
asmt,asmnt.label.all=All,asmnt.label.all,All,en
asmt,asmnt.label.list=List,asmnt.label.list,List,en
asmt,asmnt.label.type=Type,asmnt.label.type,Type,en
asmt,asmnt.label.team=Team,asmnt.label.team,Team,en
asmt,asmnt.label.ongoing=In progress,asmnt.label.ongoing,In progress,en
asmt,asmnt.label.deadline=Closed,asmnt.label.deadline,Closed,en
asmt,asmnt.label.person=People,asmnt.label.person,People,en
asmt,asmnt.label.history=History,asmnt.label.history,History,en
asmt,asmnt.label.view.history=View history,asmnt.label.view.history,View history,en
asmt,asmnt.label.horoscope=Rate,asmnt.label.horoscope,Rate,en
asmt,asmnt.label.comment=Comment,asmnt.label.comment,Comment,en
asmt,asmnt.label.mid.exam=Mid-term exam,asmnt.label.mid.exam,Mid-term exam,en
asmt,asmnt.label.end.exam=Final exam,asmnt.label.end.exam,Final exam,en
asmt,asmnt.label.asmnt.title=Title,asmnt.label.asmnt.title,Title,en
asmt,asmnt.label.asmnt.content=Content,asmnt.label.asmnt.content,Content,en
asmt,asmnt.label.score.ratio=Score ratio,asmnt.label.score.ratio,Score ratio,en
asmt,asmnt.label.score.open=Score open,asmnt.label.score.open,Score open,en
asmt,asmnt.label.send.date=Submission period,asmnt.label.send.date,Submission period,en
asmt,asmnt.label.resend.date=Re-submission period,asmnt.label.resend.date,Re-submission period,en
asmt,asmnt.label.resend.user=Resubmitter,asmnt.label.resend.user,Resubmitter,en
asmt,asmnt.label.resend.user.setting=Set resubmitter,asmnt.label.resend.user.setting,Set resubmitter,en
asmt,asmnt.label.resend.user.list=Resubmitter list,asmnt.label.resend.user.list,Resubmitter list,en
asmt,asmnt.label.nosend.user.list=No-submitter list,asmnt.label.nosend.user.list,No-submitter list,en
asmt,asmnt.label.send.status=Submission status,asmnt.label.send.status,Submission status,en
asmt,asmnt.label.eval.status=Evaluation status,asmnt.label.eval.status,Evaluation status,en
asmt,asmnt.label.individual.asmnt=Individual assignment,asmnt.label.individual.asmnt,Individual assignment,en
asmt,asmnt.label.nomal.asmnt=Regular assignment,asmnt.label.nomal.asmnt,Regular assignment,en
asmt,asmnt.label.practice.asmnt=Practical assignment,asmnt.label.practice.asmnt,Practical assignment,en
asmt,asmnt.label.subs.asmnt=Alternative assignment,asmnt.label.subs.asmnt,Alternative assignment,en
asmt,asmnt.label.submitted.work=Submitted assignments,asmnt.label.submitted.work,Submitted assignments,en
asmt,asmnt.label.open.n=Nondisclosure,asmnt.label.open.n,Nondisclosure,en
asmt,asmnt.label.marks.grade=Assignment grading,asmnt.label.marks.grade,Assignment grading,en
asmt,asmnt.label.cancel.grade=Cancel grading,asmnt.label.cancel.grade,Cancel grading,en
asmt,asmnt.label.input.asmnt_title=Title,asmnt.label.input.asmnt_title,Title,en
asmt,asmnt.label.title.card=View card type,asmnt.label.title.card,View card type,en
asmt,asmnt.label.title.list=View list type,asmnt.label.title.list,View list type,en
asmt,asmnt.label.grp.crs.all=Register in batch,asmnt.label.grp.crs.all,Register in batch,en
asmt,asmnt.label.late.send.deadline.dt=Late submission deadline,asmnt.label.late.send.deadline.dt,Late submission deadline,en
asmt,asmnt.label.late.send.deadline=Late submission,asmnt.label.late.send.deadline,Late submission,en
asmt,asmnt.label.average.horoscope=Avarage rate,asmnt.label.average.horoscope,Avarage rate,en
asmt,asmnt.label.indi.info=The assignment is given to the designated student and does not reflect the grade.,asmnt.label.indi.info,The assignment is given to the designated student and does not reflect the grade.,en
asmt,"asmnt.label.submit.info0=If you select an existing submission and save it without deleting it, the new submission will be a submission added to the existing assignment.",asmnt.label.submit.info0,"If you select an existing submission and save it without deleting it, the new submission will be a submission added to the existing assignment.",en
asmt,"asmnt.label.submit.info1=If you save a task that you have already submitted without deleting it, it will be submitted additionally.",asmnt.label.submit.info1,"If you save a task that you have already submitted without deleting it, it will be submitted additionally.",en
asmt,asmnt.label.submit.info2=Be careful not to be submitted in duplicate when resubmitting.,asmnt.label.submit.info2,Be careful not to be submitted in duplicate when resubmitting.,en
asmt,"asmnt.label.submit.info3=To delete a submitted assignment, press the assignment name and the submitted assignment items will be displayed in blue.",asmnt.label.submit.info3,"To delete a submitted assignment, press the assignment name and the submitted assignment items will be displayed in blue.",en
asmt,"asmnt.label.submit.info4=At this time, just press the Del key or press the delete file button.",asmnt.label.submit.info4,"At this time, just press the Del key or press the delete file button.",en
asmt,asmnt.label.ext.send.info=Set when you allow submissions after the submission period,asmnt.label.ext.send.info,Set when you allow submissions after the submission period,en
asmt,asmnt.message.empty=No content is registered.,asmnt.message.empty,No content is registered.,en
asmt,asmnt.message.data.empty=No assignment is registered.,asmnt.message.data.empty,No assignment is registered.,en
asmt,asmnt.message.del=Successfully deleted.,asmnt.message.del,Successfully deleted.,en
asmt,"asmnt.message.warning.del1=There is a student who is learning. If deleted, the learning information will be deleted.",asmnt.message.warning.del1,"There is a student who is learning. If deleted, the learning information will be deleted.",en
asmt,asmnt.message.warning.del2=Are you sure you want to delete it?,asmnt.message.warning.del2,Are you sure you want to delete it?,en
asmt,asmnt.message.warning.del3=No students are learning. Are you sure you want to delete it?,asmnt.message.warning.del3,No students are learning. Are you sure you want to delete it?,en
asmt,asmnt.message.error.del=An error occurred while deleting. Please proceed again in a moment.,asmnt.message.error.del,An error occurred while deleting. Please proceed again in a moment.,en
asmt,asmnt.message.score.ratio=The sum of the score ratios must be 100%.,asmnt.message.score.ratio,The sum of the score ratios must be 100%.,en
asmt,asmnt.message.presenter.del1=You have submitted information. All will be deleted.,asmnt.message.presenter.del1,You have submitted information. All will be deleted.,en
asmt,asmnt.message.presenter.del2=Are you sure you want to delete it?,asmnt.message.presenter.del2,Are you sure you want to delete it?,en
asmt,asmnt.message.presenter.del3=You have submitted a assignment. Are you sure you want to delete it?,asmnt.message.presenter.del3,You have submitted a assignment. Are you sure you want to delete it?,en
asmt,asmnt.message.not.submission.select.std=You have selected a learner who has not submitted a assignment.,asmnt.message.not.submission.select.std,You have selected a learner who has not submitted a assignment.,en
asmt,asmnt.message.no_view_big=The file size is too large to display a preview. Download and check it out.,asmnt.message.no_view_big,The file size is too large to display a preview. Download and check it out.,en
asmt,"asmnt.message.confirm_preview=If you still want to preview, click the [View] button.",asmnt.message.confirm_preview,"If you still want to preview, click the [View] button.",en
asmt,asmnt.message.no_view=This file cannot be previewed. Download and check it out.,asmnt.message.no_view,This file cannot be previewed. Download and check it out.,en
asmt,"asmnt.message.rubric_save=After selecting the grade, press the [Save] button.",asmnt.message.rubric_save,"After selecting the grade, press the [Save] button.",en
asmt,asmnt.common.search.all=All,asmnt.common.search.all,All,en
asmt,asmnt.common.search=Search,asmnt.common.search,Search,en
asmt,asmnt.common.empty=No content is registered.,asmnt.common.empty,No content is registered.,en
asmt,asmnt.common.yes=Yes,asmnt.common.yes,Yes,en
asmt,asmnt.common.no=No,asmnt.common.no,No,en
asmt,asmnt.common.prev=Previous,asmnt.common.prev,Previous,en
asmt,asmnt.common.next=Next,asmnt.common.next,Next,en
asmt,asmnt.common.alert.pop=Confirm window,asmnt.common.alert.pop,Confirm window,en
asmt,asmnt.common.confirm.pop=Choice window,asmnt.common.confirm.pop,Choice window,en
asmt,asmnt.common.no.std=No students are registered.,asmnt.common.no.std,No students are registered.,en
asmt,asmnt.common.excel.upload.warning.msg1=Only xlsx files should be uploaded and formatted. Download the sample for formatting.,asmnt.common.excel.upload.warning.msg1,Only xlsx files should be uploaded and formatted. Download the sample for formatting.,en
asmt,"asmnt.common.excel.upload.warning.msg2=If you register an incorrect format, the information may not be applied properly.",asmnt.common.excel.upload.warning.msg2,"If you register an incorrect format, the information may not be applied properly.",en
asmt,"asmnt.common.excel.upload.warning.msg3=Instead of modifying the description of the sample file, please enter the data in the input field, save it, and register it.",asmnt.common.excel.upload.warning.msg3,"Instead of modifying the description of the sample file, please enter the data in the input field, save it, and register it.",en
asmt,asmnt.common.excel.upload.warning.msg4=Don't leave the items blank when you fill out the data.,asmnt.common.excel.upload.warning.msg4,Don't leave the items blank when you fill out the data.,en
asmt,asmnt.button.close=Close,asmnt.button.close,Close,en
asmt,asmnt.button.eval.msg=Message,asmnt.button.eval.msg,Message,en
asmt,asmnt.button.eval.send=Send,asmnt.button.eval.send,Send,en
asmt,asmnt.button.reg=Register,asmnt.button.reg,Register,en
asmt,asmnt.button.eval.sms=SMS,asmnt.button.eval.sms,SMS,en
asmt,asmnt.button.send=Send,asmnt.button.send,Send,en
asmt,asmnt.button.cmnt=Reply,asmnt.button.cmnt,Reply,en
asmt,asmnt.button.learn.alarm=Encouraging,asmnt.button.learn.alarm,Encouraging,en
asmt,asmnt.button.team.config=Teaming,asmnt.button.team.config,Teaming,en
asmt,asmnt.button.team.select=Choice team,asmnt.button.team.select,Choice team,en
asmt,asmnt.button.feedback.write=Write feedback,asmnt.button.feedback.write,Write feedback,en
asmt,asmnt.button.add.score=Register score,asmnt.button.add.score,Register score,en
asmt,asmnt.button.list=List,asmnt.button.list,List,en
asmt,asmnt.button.reg.excel.score=Register score with Excel,asmnt.button.reg.excel.score,Register score with Excel,en
asmt,asmnt.button.excel.sample.down=Download Excel sample,asmnt.button.excel.sample.down,Download Excel sample,en
asmt,asmnt.button.excel.download=Download Excel,asmnt.button.excel.download,Download Excel,en
asmt,asmnt.label.point=Point,asmnt.label.point,Point,en
asmt,asmnt.label.total.point=Sum-score,asmnt.label.total.point,Sum-score,en
asmt,asmnt.label.exchange.score=Calculation score,asmnt.label.exchange.score,Calculation score,en
asmt,asmnt.label.standard=Criteria,asmnt.label.standard,Criteria,en
asmt,asmnt.label.grade=Rating,asmnt.label.grade,Rating,en
asmt,asmnt.label.score=Score,asmnt.label.score,Score,en
asmt,asmnt.label.score.change=Modify Score,asmnt.label.score.change,Modify Score,en
asmt,asmnt.label.submit.y=Submitted,asmnt.label.submit.y,Submitted,en
asmt,asmnt.label.submit.n=Not submitted,asmnt.label.submit.n,Not submitted,en
asmt,asmnt.label.submit.late=Submission of extension,asmnt.label.submit.late,Submission of extension,en
asmt,asmnt.label.submit.late2=Late submitted,asmnt.label.submit.late2,Late submitted,en
asmt,asmnt.label.resubmit=Re-submission,asmnt.label.resubmit,Re-submission,en
asmt,asmnt.label.submit.yn=Re-submit status,asmnt.label.submit.yn,Re-submit status,en
asmt,asmnt.label.submit.record=Submission history,asmnt.label.submit.record,Submission history,en
asmt,asmnt.label.submit.dt=Submission date,asmnt.label.submit.dt,Submission date,en
asmt,asmnt.label.late.dt=Late submission date,asmnt.label.late.dt,Late submission date,en
asmt,asmnt.label.re.dt=Re submission date,asmnt.label.re.dt,Re submission date,en
asmt,asmnt.label.search.keyword=Keyword,asmnt.label.search.keyword,Keyword,en
asmt,asmnt.label.encourage.cts=Content,asmnt.label.encourage.cts,Content,en
asmt,asmnt.label.receiver=Reciver,asmnt.label.receiver,Reciver,en
asmt,asmnt.label.msg=Message,asmnt.label.msg,Message,en
asmt,asmnt.label.send.type=Send type,asmnt.label.send.type,Send type,en
asmt,asmnt.label.send.hpNo=Sender number,asmnt.label.send.hpNo,Sender number,en
asmt,asmnt.label.dept.nm=Department,asmnt.label.dept.nm,Department,en
asmt,asmnt.label.dept.major=Department,asmnt.label.dept.major,Department,en
asmt,asmnt.label.user_id=ID,asmnt.label.user_id,ID,en
asmt,asmnt.label.user_no=Student Number,asmnt.label.user_no,Student Number,en
asmt,asmnt.label.user_nm=Name,asmnt.label.user_nm,Name,en
asmt,asmnt.label.join.yn=Participation status,asmnt.label.join.yn,Participation status,en
asmt,asmnt.label.join.dttm=Survey date,asmnt.label.join.dttm,Survey date,en
asmt,asmnt.label.join.dt=Date of participation,asmnt.label.join.dt,Date of participation,en
asmt,asmnt.label.not.join=No participation,asmnt.label.not.join,No participation,en
asmt,asmnt.label.join=participation,asmnt.label.join,participation,en
asmt,asmnt.label.user.join_y=Respondent,asmnt.label.user.join_y,Respondent,en
asmt,asmnt.label.user.join_n=No-responder,asmnt.label.user.join_n,No-responder,en
asmt,asmnt.label.status.join=Participation status,asmnt.label.status.join,Participation status,en
asmt,asmnt.label.join.device=Connection environment,asmnt.label.join.device,Connection environment,en
asmt,asmnt.label.join.type=Participation classification,asmnt.label.join.type,Participation classification,en
asmt,asmnt.label.user.grade=Grade,asmnt.label.user.grade,Grade,en
asmt,asmnt.label.subject=Title,asmnt.label.subject,Title,en
asmt,asmnt.label.asmnt.status=Assignment status,asmnt.label.asmnt.status,Assignment status,en
asmt,asmnt.label.asmnt.history=Assignment history,asmnt.label.asmnt.history,Assignment history,en
asmt,asmnt.label.normal=General,asmnt.label.normal,General,en
asmt,asmnt.label.menu=Menu,asmnt.label.menu,Menu,en
asmt,asmnt.label.ext.send.date=Extension Submission,asmnt.label.ext.send.date,Extension Submission,en
asmt,asmnt.label.score.open.date=Score open date,asmnt.label.score.open.date,Score open date,en
asmt,asmnt.label.Processing=Processing,asmnt.label.Processing,Processing,en
asmt,asmnt.label.open_yn=Open or not,asmnt.label.open_yn,Open or not,en
asmt,asmnt.label.ext.send.yn=Extension submission Y/N,asmnt.label.ext.send.yn,Extension submission Y/N,en
asmt,asmnt.label.ext.send.y=Extension submission is possible.,asmnt.label.ext.send.y,Extension submission is possible.,en
asmt,asmnt.label.ext.send.n=Extension submission is not possible.,asmnt.label.ext.send.n,Extension submission is not possible.,en
asmt,asmnt.label.attach.file=Reference,asmnt.label.attach.file,Reference,en
asmt,asmnt.label.status=Status,asmnt.label.status,Status,en
asmt,asmnt.label.manage=Manage,asmnt.label.manage,Manage,en
asmt,asmnt.label.allow.y=Allow non-allowable,asmnt.label.allow.y,Allow non-allowable,en
asmt,asmnt.label.allow.n=No-allow,asmnt.label.allow.n,No-allow,en
asmt,asmnt.label.open.y=Open,asmnt.label.open.y,Open,en
asmt,asmnt.label.select=Choice,asmnt.label.select,Choice,en
asmt,asmnt.label.date=Period,asmnt.label.date,Period,en
asmt,asmnt.label.start_date=Start date,asmnt.label.start_date,Start date,en
asmt,asmnt.label.end_date=End date,asmnt.label.end_date,End date,en
asmt,asmnt.label.asmnt.send.type=Format,asmnt.label.asmnt.send.type,Format,en
asmt,asmnt.label.file=File,asmnt.label.file,File,en
asmt,asmnt.label.total.file=All format,asmnt.label.total.file,All format,en
asmt,asmnt.label.text=Text,asmnt.label.text,Text,en
asmt,asmnt.label.content=Context,asmnt.label.content,Context,en
asmt,asmnt.label.add.option=Option,asmnt.label.add.option,Option,en
asmt,asmnt.label.change.open_n=Change to No-open.,asmnt.label.change.open_n,Change to No-open.,en
asmt,asmnt.label.ext.send.date.config=Sets the extension submission period.,asmnt.label.ext.send.date.config,Sets the extension submission period.,en
asmt,asmnt.label.dead.line=Deadline,asmnt.label.dead.line,Deadline,en
asmt,asmnt.label.score.ratio.description=Description of the score ratio.,asmnt.label.score.ratio.description,Description of the score ratio.,en
asmt,asmnt.label.team.asmnt.config=Set as a team assignment.,asmnt.label.team.asmnt.config,Set as a team assignment.,en
asmt,asmnt.label.team.member.send_y=Members can be submit,asmnt.label.team.member.send_y,Members can be submit,en
asmt,"asmnt.label.mut.eval.alert=If you modify the evaluation criteria, all evaluations that have already been conducted will be deleted, so be careful.",asmnt.label.mut.eval.alert,"If you modify the evaluation criteria, all evaluations that have already been conducted will be deleted, so be careful.",en
asmt,asmnt.label.mut.eval.use=Use mutual evaluation.,asmnt.label.mut.eval.use,Use mutual evaluation.,en
asmt,asmnt.label.eval.date=Evaluation period,asmnt.label.eval.date,Evaluation period,en
asmt,asmnt.label.eval.dt=Evaluation date,asmnt.label.eval.dt,Evaluation date,en
asmt,asmnt.label.eval.type=Evaluation method,asmnt.label.eval.type,Evaluation method,en
asmt,asmnt.label.temp.select=Arbitrary,asmnt.label.temp.select,Arbitrary,en
asmt,asmnt.label.random.select=Random,asmnt.label.random.select,Random,en
asmt,asmnt.label.eval.type.description=Description of the evaluation method.,asmnt.label.eval.type.description,Description of the evaluation method.,en
asmt,asmnt.label.eval.person=Number of evaluations,asmnt.label.eval.person,Number of evaluations,en
asmt,asmnt.label.result.open=Open result,asmnt.label.result.open,Open result,en
asmt,asmnt.label.eval.crit.use=Use evaluation criteria.,asmnt.label.eval.crit.use,Use evaluation criteria.,en
asmt,asmnt.label.score.ratio.y=Apply to score.,asmnt.label.score.ratio.y,Apply to score.,en
asmt,asmnt.label.reflect.rate=Score ratio,asmnt.label.reflect.rate,Score ratio,en
asmt,asmnt.label.remain.reflect.rate=The remaining ratio is,asmnt.label.remain.reflect.rate,The remaining ratio is,en
asmt,asmnt.label.remain.reflect.rate2=.,asmnt.label.remain.reflect.rate2,.,en
asmt,asmnt.label.score.open.y=Open the score.,asmnt.label.score.open.y,Open the score.,en
asmt,asmnt.label.open.date=Open date,asmnt.label.open.date,Open date,en
asmt,asmnt.label.avg.score.open=Open the average score,asmnt.label.avg.score.open,Open the average score,en
asmt,asmnt.label.grp.crs=Register together for separate lecture.,asmnt.label.grp.crs,Register together for separate lecture.,en
asmt,asmnt.label.team.info.add.crs=Team information requires additional registration in each lecture.,asmnt.label.team.info.add.crs,Team information requires additional registration in each lecture.,en
asmt,asmnt.label.select.crs=Please select a lecture,asmnt.label.select.crs,Please select a lecture,en
asmt,asmnt.label.push.use=Use push notifications.,asmnt.label.push.use,Use push notifications.,en
asmt,asmnt.label.file.upload=File upload,asmnt.label.file.upload,File upload,en
asmt,asmnt.label.asmnt.info=Assignment info,asmnt.label.asmnt.info,Assignment info,en
asmt,asmnt.label.asmnt.info.management=Manage assignment,asmnt.label.asmnt.info.management,Manage assignment,en
asmt,asmnt.label.asmnt.list.excellent.asmnt=Assignment list and great assignments,asmnt.label.asmnt.list.excellent.asmnt,Assignment list and great assignments,en
asmt,asmnt.label.team.manage=Manage team,asmnt.label.team.manage,Manage team,en
asmt,asmnt.label.mut.eval.manage=Mutual Assessment Management,asmnt.label.mut.eval.manage,Mutual Assessment Management,en
asmt,asmnt.label.eval.crit.manage=Evaluation criteria management,asmnt.label.eval.crit.manage,Evaluation criteria management,en
asmt,asmnt.label.score.eval=Evaluation,asmnt.label.score.eval,Evaluation,en
asmt,asmnt.label.excel.download=Excel download,asmnt.label.excel.download,Excel download,en
asmt,asmnt.label.excel.upload=Excel upload,asmnt.label.excel.upload,Excel upload,en
asmt,asmnt.label.excel=Excel,asmnt.label.excel,Excel,en
asmt,asmnt.label.upload=Upload,asmnt.label.upload,Upload,en
asmt,asmnt.label.download=Download,asmnt.label.download,Download,en
asmt,asmnt.label.sample=Sample,asmnt.label.sample,Sample,en
asmt,asmnt.label.add.team=Add team,asmnt.label.add.team,Add team,en
asmt,asmnt.label.use.y=Use,asmnt.label.use.y,Use,en
asmt,asmnt.label.use.n=No-use,asmnt.label.use.n,No-use,en
asmt,asmnt.label.prev.team.bring=Get previous team,asmnt.label.prev.team.bring,Get previous team,en
asmt,asmnt.label.auto.add.team=Automatically create teams,asmnt.label.auto.add.team,Automatically create teams,en
asmt,asmnt.label.stu.add.team=Users form teams,asmnt.label.stu.add.team,Users form teams,en
asmt,asmnt.label.join.team=Join the team,asmnt.label.join.team,Join the team,en
asmt,asmnt.label.until=until,asmnt.label.until,until,en
asmt,asmnt.label.from=from,asmnt.label.from,from,en
asmt,asmnt.label.search=Search,asmnt.label.search,Search,en
asmt,asmnt.label.back=Back,asmnt.label.back,Back,en
asmt,asmnt.label.send.user.info=Submitter info,asmnt.label.send.user.info,Submitter info,en
asmt,asmnt.label.my=My,asmnt.label.my,My,en
asmt,asmnt.label.send.info=Submission info,asmnt.label.send.info,Submission info,en
asmt,asmnt.label.feedback=Feedback,asmnt.label.feedback,Feedback,en
asmt,asmnt.label.feedback.addfile=Feedback file attached,asmnt.label.feedback.addfile,Feedback file attached,en
asmt,asmnt.label.mut.eval.chart=Mutual evaluation distribution chart,asmnt.label.mut.eval.chart,Mutual evaluation distribution chart,en
asmt,asmnt.label.mut.eval=Mutual evaluation,asmnt.label.mut.eval,Mutual evaluation,en
asmt,asmnt.label.result=Result,asmnt.label.result,Result,en
asmt,asmnt.label.request.resubmit=Request resubmission,asmnt.label.request.resubmit,Request resubmission,en
asmt,asmnt.label.send.end=Submission deadline,asmnt.label.send.end,Submission deadline,en
asmt,asmnt.label.send.restart=Resubmission,asmnt.label.send.restart,Resubmission,en
asmt,asmnt.label.send.start=Submission,asmnt.label.send.start,Submission,en
asmt,asmnt.label.eval.target=Evaluation target,asmnt.label.eval.target,Evaluation target,en
asmt,asmnt.label.avg.score=Average score,asmnt.label.avg.score,Average score,en
asmt,asmnt.label.max.score=Max score,asmnt.label.max.score,Max score,en
asmt,asmnt.label.min.score=Min score,asmnt.label.min.score,Min score,en
asmt,asmnt.label.score.chart.status=Score Status,asmnt.label.score.chart.status,Score Status,en
asmt,asmnt.label.score.chart=Score Status chart,asmnt.label.score.chart,Score Status chart,en
asmt,asmnt.label.score.distr=Score Status,asmnt.label.score.distr,Score Status,en
asmt,asmnt.label.my.position=My level,asmnt.label.my.position,My level,en
asmt,asmnt.label.eval.score=Score,asmnt.label.eval.score,Score,en
asmt,asmnt.label.team.name=Team name,asmnt.label.team.name,Team name,en
asmt,asmnt.label.role=Roll,asmnt.label.role,Roll,en
asmt,asmnt.label.team.leader=Leaer,asmnt.label.team.leader,Leaer,en
asmt,asmnt.label.team.member=Member,asmnt.label.team.member,Member,en
asmt,asmnt.label.precautions=Warning,asmnt.label.precautions,Warning,en
asmt,asmnt.label.cnt.feedback=feedback,asmnt.label.cnt.feedback,feedback,en
asmt,asmnt.label.input.feedback=Input the feedback.,asmnt.label.input.feedback,Input the feedback.,en
asmt,asmnt.label.input.cmnt=Input the comment.,asmnt.label.input.cmnt,Input the comment.,en
asmt,asmnt.label.del.content=Deleted post.,asmnt.label.del.content,Deleted post.,en
asmt,asmnt.label.all.score.reg=Bulk score registration,asmnt.label.all.score.reg,Bulk score registration,en
asmt,asmnt.label.all.score.plus.minus=Add or subtract overall score,asmnt.label.all.score.plus.minus,Add or subtract overall score,en
asmt,asmnt.label.target=Target,asmnt.label.target,Target,en
asmt,asmnt.label.check.user=Selectd size,asmnt.label.check.user,Selectd size,en
asmt,asmnt.label.send.info.empty=There is no registered submission information.,asmnt.label.send.info.empty,There is no registered submission information.,en
asmt,asmnt.label.send.content=Content,asmnt.label.send.content,Content,en
asmt,asmnt.label.send.file=File,asmnt.label.send.file,File,en
asmt,asmnt.label.request.pdf.transing=PDF convert,asmnt.label.request.pdf.transing,PDF convert,en
asmt,asmnt.label.pdf.download=PDF download,asmnt.label.pdf.download,PDF download,en
asmt,asmnt.label.re_request.pdf.trans=PDF re-convert,asmnt.label.re_request.pdf.trans,PDF re-convert,en
asmt,asmnt.label.score.not.open=Grades are no-open.,asmnt.label.score.not.open,Grades are no-open.,en
asmt,asmnt.label.asmnt.complete=The assignment has been completed.,asmnt.label.asmnt.complete,The assignment has been completed.,en
asmt,asmnt.label.asmnt.submit=You have submitted your assignment.,asmnt.label.asmnt.submit,You have submitted your assignment.,en
asmt,asmnt.label.asmnt.resubmit=Please resubmit your assignment.,asmnt.label.asmnt.resubmit,Please resubmit your assignment.,en
asmt,asmnt.label.asmnt.nosubmit=This is not the assignment submission period.,asmnt.label.asmnt.nosubmit,This is not the assignment submission period.,en
asmt,asmnt.label.100.point=Based on 100 points,asmnt.label.100.point,Based on 100 points,en
asmt,asmnt.label.this.asmnt=This assignment,asmnt.label.this.asmnt,This assignment,en
asmt,asmnt.label.send.with.member=Members can submit.,asmnt.label.send.with.member,Members can submit.,en
asmt,asmnt.label.eval.qstn.manage=Evaluate item management,asmnt.label.eval.qstn.manage,Evaluate item management,en
asmt,asmnt.label.memo=Memo,asmnt.label.memo,Memo,en
asmt,asmnt.label.voice=voice,asmnt.label.voice,voice,en
asmt,asmnt.label.transcription=transcription,asmnt.label.transcription,transcription,en
asmt,asmnt.label.decls.name=class,asmnt.label.decls.name,class,en
asmt,asmnt.label.team.config=Set team,asmnt.label.team.config,Set team,en
asmt,asmnt.label.team.config.view=View member,asmnt.label.team.config.view,View member,en
asmt,asmnt.label.read=Read assignment,asmnt.label.read,Read assignment,en
asmt,asmnt.label.read.start=Start read assignment,asmnt.label.read.start,Start read assignment,en
asmt,asmnt.label.read.end=Finish read assignment,asmnt.label.read.end,Finish read assignment,en
asmt,asmnt.label.read.allow=Avail read assignment,asmnt.label.read.allow,Avail read assignment,en
asmt,asmnt.label.read.allow.dt=Read assignment time,asmnt.label.read.allow.dt,Read assignment time,en
asmt,asmnt.label.option=Option,asmnt.label.option,Option,en
asmt,asmnt.label.ind.asmnt.yn=Personal assignment Y/N,asmnt.label.ind.asmnt.yn,Personal assignment Y/N,en
asmt,asmnt.label.team.asmnt.yn=Team assignment Y/N,asmnt.label.team.asmnt.yn,Team assignment Y/N,en
asmt,asmnt.label.ind.asmnt=Personal assignment,asmnt.label.ind.asmnt,Personal assignment,en
asmt,asmnt.label.team.asmnt=Team assignment,asmnt.label.team.asmnt,Team assignment,en
asmt,asmnt.label.ezg.noselect.user=Please select a target.,asmnt.label.ezg.noselect.user,Please select a target.,en
asmt,asmnt.label.ind.asmnt.user=Taraget,asmnt.label.ind.asmnt.user,Taraget,en
asmt,asmnt.label.attach.file=File,asmnt.label.attach.file,File,en
asmt,asmnt.label.prtc.asmnt=practical assignment,asmnt.label.prtc.asmnt,practical assignment,en
asmt,asmnt.label.prtc.filetype.select=Please select a file format.,asmnt.label.prtc.filetype.select,Please select a file format.,en
asmt,asmnt.label.filetype.select=Please select a submission format.,asmnt.label.filetype.select,Please select a submission format.,en
asmt,asmnt.label.rubric=Rubric,asmnt.label.rubric,Rubric,en
asmt,asmnt.label.rubric.list=Rubric list,asmnt.label.rubric.list,Rubric list,en
asmt,asmnt.label.rubric.title=Rubric title,asmnt.label.rubric.title,Rubric title,en
